CCAA,Comunidades,Fecha,Casos,Hospitalizados,UCI,Fallecidos,Recuperados,nuevos_casos,Poblacion,letalidad,mortalidad,tasa_hospitalización
AN,Andalucía,2020-02-20,0,0,0,0,0,0,8446561,0,0,0
AR,Aragon,2020-02-20,0,0,0,0,0,0,1324397,0,0,0
AS,Asturias,2020-02-20,0,0,0,0,0,0,1019993,0,0,0
IB,Islas Baleares,2020-02-20,1,0,0,0,0,0,1198576,0,0,0
CN,Canarias,2020-02-20,1,0,0,0,0,0,2220270,0,0,0
CB,Cantabria,2020-02-20,0,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-02-20,0,0,0,0,0,0,2038440,0,0,0
CL,Castilla y León,2020-02-20,0,0,0,0,0,0,2402877,0,0,0
CT,Cataluña,2020-02-20,0,0,0,0,0,0,7609499,0,0,0
CE,Ceuta,2020-02-20,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-02-20,0,26,0,0,0,0,4998711,0,0,Inf
EX,Extremadura,2020-02-20,0,0,0,0,0,0,1062797,0,0,0
GA,Galicia,2020-02-20,0,0,0,0,0,0,2698764,0,0,0
MD,Madrid,2020-02-20,0,0,0,0,0,0,6685471,0,0,0
ML,Melilla,2020-02-20,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-02-20,0,0,0,0,0,0,1494442,0,0,0
NC,Navarra,2020-02-20,0,0,0,0,0,0,652526,0,0,0
PV,País Vasco,2020-02-20,0,0,0,0,0,0,2181919,0,0,0
RI,La Rioja,2020-02-20,0,0,0,0,0,0,314487,0,0,0
AN,Andalucía,2020-02-21,0,0,0,0,0,0,8446561,0,0,0
AR,Aragon,2020-02-21,0,0,0,0,0,0,1324397,0,0,0
AS,Asturias,2020-02-21,0,0,0,0,0,0,1019993,0,0,0
IB,Islas Baleares,2020-02-21,1,0,0,0,0,0,1198576,0,0,0
CN,Canarias,2020-02-21,1,0,0,0,0,0,2220270,0,0,0
CB,Cantabria,2020-02-21,0,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-02-21,0,0,0,0,0,0,2038440,0,0,0
CL,Castilla y León,2020-02-21,0,0,0,0,0,0,2402877,0,0,0
CT,Cataluña,2020-02-21,0,0,0,0,0,0,7609499,0,0,0
CE,Ceuta,2020-02-21,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-02-21,0,30,1,0,0,0,4998711,0,0,Inf
EX,Extremadura,2020-02-21,0,0,0,0,0,0,1062797,0,0,0
GA,Galicia,2020-02-21,0,0,0,0,0,0,2698764,0,0,0
MD,Madrid,2020-02-21,0,0,0,0,0,0,6685471,0,0,0
ML,Melilla,2020-02-21,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-02-21,0,0,0,0,0,0,1494442,0,0,0
NC,Navarra,2020-02-21,0,0,0,0,0,0,652526,0,0,0
PV,País Vasco,2020-02-21,0,0,0,0,0,0,2181919,0,0,0
RI,La Rioja,2020-02-21,0,0,0,0,0,0,314487,0,0,0
AN,Andalucía,2020-02-22,0,0,0,0,0,0,8446561,0,0,0
AR,Aragon,2020-02-22,0,0,0,0,0,0,1324397,0,0,0
AS,Asturias,2020-02-22,0,0,0,0,0,0,1019993,0,0,0
IB,Islas Baleares,2020-02-22,1,0,0,0,0,0,1198576,0,0,0
CN,Canarias,2020-02-22,1,0,0,0,0,0,2220270,0,0,0
CB,Cantabria,2020-02-22,0,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-02-22,0,0,0,0,0,0,2038440,0,0,0
CL,Castilla y León,2020-02-22,0,0,0,0,0,0,2402877,0,0,0
CT,Cataluña,2020-02-22,0,0,0,0,0,0,7609499,0,0,0
CE,Ceuta,2020-02-22,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-02-22,0,33,1,0,0,0,4998711,0,0,Inf
EX,Extremadura,2020-02-22,0,0,0,0,0,0,1062797,0,0,0
GA,Galicia,2020-02-22,0,0,0,0,0,0,2698764,0,0,0
MD,Madrid,2020-02-22,0,0,0,0,0,0,6685471,0,0,0
ML,Melilla,2020-02-22,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-02-22,0,0,0,0,0,0,1494442,0,0,0
NC,Navarra,2020-02-22,0,0,0,0,0,0,652526,0,0,0
PV,País Vasco,2020-02-22,0,0,0,0,0,0,2181919,0,0,0
RI,La Rioja,2020-02-22,0,0,0,0,0,0,314487,0,0,0
AN,Andalucía,2020-02-23,0,0,0,0,0,0,8446561,0,0,0
AR,Aragon,2020-02-23,0,0,0,0,0,0,1324397,0,0,0
AS,Asturias,2020-02-23,0,0,0,0,0,0,1019993,0,0,0
IB,Islas Baleares,2020-02-23,1,0,0,0,0,0,1198576,0,0,0
CN,Canarias,2020-02-23,1,0,0,0,0,0,2220270,0,0,0
CB,Cantabria,2020-02-23,0,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-02-23,0,0,0,0,0,0,2038440,0,0,0
CL,Castilla y León,2020-02-23,0,0,0,0,0,0,2402877,0,0,0
CT,Cataluña,2020-02-23,0,0,0,0,0,0,7609499,0,0,0
CE,Ceuta,2020-02-23,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-02-23,0,38,2,0,0,0,4998711,0,0,Inf
EX,Extremadura,2020-02-23,0,0,0,0,0,0,1062797,0,0,0
GA,Galicia,2020-02-23,0,0,0,0,0,0,2698764,0,0,0
MD,Madrid,2020-02-23,0,0,0,0,0,0,6685471,0,0,0
ML,Melilla,2020-02-23,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-02-23,0,0,0,0,0,0,1494442,0,0,0
NC,Navarra,2020-02-23,0,0,0,0,0,0,652526,0,0,0
PV,País Vasco,2020-02-23,0,0,0,0,0,0,2181919,0,0,0
RI,La Rioja,2020-02-23,0,0,0,0,0,0,314487,0,0,0
AN,Andalucía,2020-02-24,0,0,0,0,0,0,8446561,0,0,0
AR,Aragon,2020-02-24,0,0,0,0,0,0,1324397,0,0,0
AS,Asturias,2020-02-24,0,0,0,0,0,0,1019993,0,0,0
IB,Islas Baleares,2020-02-24,1,0,0,0,0,0,1198576,0,0,0
CN,Canarias,2020-02-24,2,0,0,0,0,1,2220270,0,0,0
CB,Cantabria,2020-02-24,0,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-02-24,0,0,0,0,0,0,2038440,0,0,0
CL,Castilla y León,2020-02-24,0,0,0,0,0,0,2402877,0,0,0
CT,Cataluña,2020-02-24,0,0,0,0,0,0,7609499,0,0,0
CE,Ceuta,2020-02-24,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-02-24,0,49,2,0,0,0,4998711,0,0,Inf
EX,Extremadura,2020-02-24,0,0,0,0,0,0,1062797,0,0,0
GA,Galicia,2020-02-24,0,0,0,0,0,0,2698764,0,0,0
MD,Madrid,2020-02-24,0,0,0,0,0,0,6685471,0,0,0
ML,Melilla,2020-02-24,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-02-24,0,0,0,0,0,0,1494442,0,0,0
NC,Navarra,2020-02-24,0,0,0,0,0,0,652526,0,0,0
PV,País Vasco,2020-02-24,0,0,0,0,0,0,2181919,0,0,0
RI,La Rioja,2020-02-24,0,0,0,0,0,0,314487,0,0,0
AN,Andalucía,2020-02-25,0,0,0,0,0,0,8446561,0,0,0
AR,Aragon,2020-02-25,0,0,0,0,0,0,1324397,0,0,0
AS,Asturias,2020-02-25,0,0,0,0,0,0,1019993,0,0,0
IB,Islas Baleares,2020-02-25,1,0,0,0,0,0,1198576,0,0,0
CN,Canarias,2020-02-25,5,0,0,0,0,3,2220270,0,0,0
CB,Cantabria,2020-02-25,0,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-02-25,0,0,0,0,0,0,2038440,0,0,0
CL,Castilla y León,2020-02-25,0,0,0,0,0,0,2402877,0,0,0
CT,Cataluña,2020-02-25,1,0,0,0,0,1,7609499,0,0,0
CE,Ceuta,2020-02-25,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-02-25,1,58,2,0,0,1,4998711,0,0,5800
EX,Extremadura,2020-02-25,0,0,0,0,0,0,1062797,0,0,0
GA,Galicia,2020-02-25,0,0,0,0,0,0,2698764,0,0,0
MD,Madrid,2020-02-25,2,0,0,0,0,2,6685471,0,0,0
ML,Melilla,2020-02-25,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-02-25,0,0,0,0,0,0,1494442,0,0,0
NC,Navarra,2020-02-25,0,0,0,0,0,0,652526,0,0,0
PV,País Vasco,2020-02-25,0,0,0,0,0,0,2181919,0,0,0
RI,La Rioja,2020-02-25,0,0,0,0,0,0,314487,0,0,0
AN,Andalucía,2020-02-26,1,0,0,0,0,1,8446561,0,0,0
AR,Aragon,2020-02-26,0,0,0,0,0,0,1324397,0,0,0
AS,Asturias,2020-02-26,0,0,0,0,0,0,1019993,0,0,0
IB,Islas Baleares,2020-02-26,1,0,0,0,0,0,1198576,0,0,0
CN,Canarias,2020-02-26,6,0,0,0,0,1,2220270,0,0,0
CB,Cantabria,2020-02-26,0,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-02-26,0,0,0,0,0,0,2038440,0,0,0
CL,Castilla y León,2020-02-26,0,0,0,0,0,0,2402877,0,0,0
CT,Cataluña,2020-02-26,2,0,0,0,0,1,7609499,0,0,0
CE,Ceuta,2020-02-26,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-02-26,2,63,3,0,0,1,4998711,0,0,3150
EX,Extremadura,2020-02-26,0,0,0,0,0,0,1062797,0,0,0
GA,Galicia,2020-02-26,0,0,0,0,0,0,2698764,0,0,0
MD,Madrid,2020-02-26,4,0,0,0,0,2,6685471,0,0,0
ML,Melilla,2020-02-26,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-02-26,0,0,0,0,0,0,1494442,0,0,0
NC,Navarra,2020-02-26,0,0,0,0,0,0,652526,0,0,0
PV,País Vasco,2020-02-26,0,0,0,0,0,0,2181919,0,0,0
RI,La Rioja,2020-02-26,0,0,0,0,0,0,314487,0,0,0
AN,Andalucía,2020-02-27,6,0,0,0,0,5,8446561,0,0,0
AR,Aragon,2020-02-27,0,0,0,0,0,0,1324397,0,0,0
AS,Asturias,2020-02-27,0,0,0,0,0,0,1019993,0,0,0
IB,Islas Baleares,2020-02-27,1,0,0,0,0,0,1198576,0,0,0
CN,Canarias,2020-02-27,6,0,0,0,0,0,2220270,0,0,0
CB,Cantabria,2020-02-27,0,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-02-27,0,0,0,0,0,0,2038440,0,0,0
CL,Castilla y León,2020-02-27,0,0,0,0,0,0,2402877,0,0,0
CT,Cataluña,2020-02-27,3,0,0,0,0,1,7609499,0,0,0
CE,Ceuta,2020-02-27,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-02-27,8,73,3,0,0,6,4998711,0,0,912.5
EX,Extremadura,2020-02-27,0,0,0,0,0,0,1062797,0,0,0
GA,Galicia,2020-02-27,0,0,0,0,0,0,2698764,0,0,0
MD,Madrid,2020-02-27,5,0,0,0,0,1,6685471,0,0,0
ML,Melilla,2020-02-27,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-02-27,0,0,0,0,0,0,1494442,0,0,0
NC,Navarra,2020-02-27,0,0,0,0,0,0,652526,0,0,0
PV,País Vasco,2020-02-27,0,0,0,0,0,0,2181919,0,0,0
RI,La Rioja,2020-02-27,0,0,0,0,0,0,314487,0,0,0
AN,Andalucía,2020-02-28,8,0,0,0,0,2,8446561,0,0,0
AR,Aragon,2020-02-28,0,0,0,0,0,0,1324397,0,0,0
AS,Asturias,2020-02-28,0,0,0,0,0,0,1019993,0,0,0
IB,Islas Baleares,2020-02-28,2,0,0,0,0,1,1198576,0,0,0
CN,Canarias,2020-02-28,6,0,0,0,0,0,2220270,0,0,0
CB,Cantabria,2020-02-28,0,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-02-28,0,0,0,0,0,0,2038440,0,0,0
CL,Castilla y León,2020-02-28,2,0,0,0,0,2,2402877,0,0,0
CT,Cataluña,2020-02-28,5,0,0,0,0,2,7609499,0,0,0
CE,Ceuta,2020-02-28,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-02-28,10,78,3,0,0,2,4998711,0,0,780
EX,Extremadura,2020-02-28,0,0,0,0,0,0,1062797,0,0,0
GA,Galicia,2020-02-28,0,0,0,0,0,0,2698764,0,0,0
MD,Madrid,2020-02-28,8,0,0,0,0,3,6685471,0,0,0
ML,Melilla,2020-02-28,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-02-28,0,0,0,0,0,0,1494442,0,0,0
NC,Navarra,2020-02-28,0,0,0,0,0,0,652526,0,0,0
PV,País Vasco,2020-02-28,2,0,0,0,0,2,2181919,0,0,0
RI,La Rioja,2020-02-28,0,0,0,0,0,0,314487,0,0,0
AN,Andalucía,2020-02-29,12,0,0,0,0,4,8446561,0,0,0
AR,Aragon,2020-02-29,0,0,0,0,0,0,1324397,0,0,0
AS,Asturias,2020-02-29,1,0,0,0,0,1,1019993,0,0,0
IB,Islas Baleares,2020-02-29,2,0,0,0,0,0,1198576,0,0,0
CN,Canarias,2020-02-29,7,0,0,0,0,1,2220270,0,0,0
CB,Cantabria,2020-02-29,1,0,0,0,0,1,581949,0,0,0
CM,Castilla-La Mancha,2020-02-29,1,0,0,0,0,1,2038440,0,0,0
CL,Castilla y León,2020-02-29,2,0,0,0,0,0,2402877,0,0,0
CT,Cataluña,2020-02-29,6,0,0,0,0,1,7609499,0,0,0
CE,Ceuta,2020-02-29,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-02-29,15,85,3,0,0,5,4998711,0,0,566.67
EX,Extremadura,2020-02-29,4,0,0,0,0,4,1062797,0,0,0
GA,Galicia,2020-02-29,0,0,0,0,0,0,2698764,0,0,0
MD,Madrid,2020-02-29,10,0,0,0,0,2,6685471,0,0,0
ML,Melilla,2020-02-29,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-02-29,0,0,0,0,0,0,1494442,0,0,0
NC,Navarra,2020-02-29,1,0,0,0,0,1,652526,0,0,0
PV,País Vasco,2020-02-29,3,0,0,0,0,1,2181919,0,0,0
RI,La Rioja,2020-02-29,0,0,0,0,0,0,314487,0,0,0
AN,Andalucía,2020-03-01,12,0,0,0,0,0,8446561,0,0,0
AR,Aragon,2020-03-01,0,0,0,0,0,0,1324397,0,0,0
AS,Asturias,2020-03-01,1,0,0,0,0,0,1019993,0,0,0
IB,Islas Baleares,2020-03-01,2,0,0,0,0,0,1198576,0,0,0
CN,Canarias,2020-03-01,7,0,0,0,0,0,2220270,0,0,0
CB,Cantabria,2020-03-01,10,0,0,0,0,9,581949,0,0,0
CM,Castilla-La Mancha,2020-03-01,3,0,0,0,0,2,2038440,0,0,0
CL,Castilla y León,2020-03-01,2,0,0,0,0,0,2402877,0,0,0
CT,Cataluña,2020-03-01,15,0,0,0,0,9,7609499,0,0,0
CE,Ceuta,2020-03-01,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-03-01,15,88,3,0,0,0,4998711,0,0,586.67
EX,Extremadura,2020-03-01,6,0,0,0,0,2,1062797,0,0,0
GA,Galicia,2020-03-01,0,0,0,0,0,0,2698764,0,0,0
MD,Madrid,2020-03-01,29,0,0,0,0,19,6685471,0,0,0
ML,Melilla,2020-03-01,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-03-01,0,0,0,0,0,0,1494442,0,0,0
NC,Navarra,2020-03-01,1,0,0,0,0,0,652526,0,0,0
PV,País Vasco,2020-03-01,9,0,0,0,0,6,2181919,0,0,0
RI,La Rioja,2020-03-01,1,0,0,0,0,1,314487,0,0,0
AN,Andalucía,2020-03-02,12,0,0,0,0,0,8446561,0,0,0
AR,Aragon,2020-03-02,0,0,0,0,0,0,1324397,0,0,0
AS,Asturias,2020-03-02,1,0,0,0,0,0,1019993,0,0,0
IB,Islas Baleares,2020-03-02,2,0,0,0,0,0,1198576,0,0,0
CN,Canarias,2020-03-02,7,0,0,0,0,0,2220270,0,0,0
CB,Cantabria,2020-03-02,10,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-03-02,7,0,0,0,0,4,2038440,0,0,0
CL,Castilla y León,2020-03-02,7,0,0,0,0,5,2402877,0,0,0
CT,Cataluña,2020-03-02,15,0,0,0,0,0,7609499,0,0,0
CE,Ceuta,2020-03-02,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-03-02,15,93,3,0,0,0,4998711,0,0,620
EX,Extremadura,2020-03-02,6,0,0,0,0,0,1062797,0,0,0
GA,Galicia,2020-03-02,0,0,0,0,0,0,2698764,0,0,0
MD,Madrid,2020-03-02,49,0,0,0,0,20,6685471,0,0,0
ML,Melilla,2020-03-02,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-03-02,0,0,0,0,0,0,1494442,0,0,0
NC,Navarra,2020-03-02,1,0,0,0,0,0,652526,0,0,0
PV,País Vasco,2020-03-02,13,0,0,0,0,4,2181919,0,0,0
RI,La Rioja,2020-03-02,3,0,0,0,0,2,314487,0,0,0
AN,Andalucía,2020-03-03,12,0,0,0,0,0,8446561,0,0,0
AR,Aragon,2020-03-03,0,0,0,0,0,0,1324397,0,0,0
AS,Asturias,2020-03-03,2,0,0,0,0,1,1019993,0,0,0
IB,Islas Baleares,2020-03-03,5,0,0,0,0,3,1198576,0,0,0
CN,Canarias,2020-03-03,7,0,0,0,0,0,2220270,0,0,0
CB,Cantabria,2020-03-03,10,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-03-03,12,0,0,0,0,5,2038440,0,0,0
CL,Castilla y León,2020-03-03,8,0,0,0,0,1,2402877,0,0,0
CT,Cataluña,2020-03-03,15,0,0,0,0,0,7609499,0,0,0
CE,Ceuta,2020-03-03,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-03-03,19,105,5,0,0,4,4998711,0,0,552.63
EX,Extremadura,2020-03-03,6,0,0,0,0,0,1062797,0,0,0
GA,Galicia,2020-03-03,1,0,0,0,0,1,2698764,0,0,0
MD,Madrid,2020-03-03,70,0,0,0,0,21,6685471,0,0,0
ML,Melilla,2020-03-03,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-03-03,0,0,0,0,0,0,1494442,0,0,0
NC,Navarra,2020-03-03,3,0,0,0,0,2,652526,0,0,0
PV,País Vasco,2020-03-03,17,0,0,0,0,4,2181919,0,0,0
RI,La Rioja,2020-03-03,7,0,0,0,0,4,314487,0,0,0
AN,Andalucía,2020-03-04,12,0,0,0,0,0,8446561,0,0,0
AR,Aragon,2020-03-04,1,0,0,0,0,1,1324397,0,0,0
AS,Asturias,2020-03-04,5,0,0,0,0,3,1019993,0,0,0
IB,Islas Baleares,2020-03-04,6,0,0,0,0,1,1198576,0,0,0
CN,Canarias,2020-03-04,8,0,0,0,0,1,2220270,0,0,0
CB,Cantabria,2020-03-04,10,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-03-04,13,0,0,0,0,1,2038440,0,0,0
CL,Castilla y León,2020-03-04,12,0,0,0,0,4,2402877,0,0,0
CT,Cataluña,2020-03-04,24,0,0,0,0,9,7609499,0,0,0
CE,Ceuta,2020-03-04,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-03-04,19,117,6,0,0,0,4998711,0,0,615.79
EX,Extremadura,2020-03-04,6,0,0,0,0,0,1062797,0,0,0
GA,Galicia,2020-03-04,1,0,0,0,0,0,2698764,0,0,0
MD,Madrid,2020-03-04,90,0,0,0,0,20,6685471,0,0,0
ML,Melilla,2020-03-04,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-03-04,0,0,0,0,0,0,1494442,0,0,0
NC,Navarra,2020-03-04,3,0,0,0,0,0,652526,0,0,0
PV,País Vasco,2020-03-04,17,0,0,0,0,0,2181919,0,0,0
RI,La Rioja,2020-03-04,11,0,0,0,0,4,314487,0,0,0
AN,Andalucía,2020-03-05,21,0,0,0,0,9,8446561,0,0,0
AR,Aragon,2020-03-05,6,0,0,0,0,5,1324397,0,0,0
AS,Asturias,2020-03-05,5,0,0,0,0,0,1019993,0,0,0
IB,Islas Baleares,2020-03-05,6,0,0,0,0,0,1198576,0,0,0
CN,Canarias,2020-03-05,11,0,0,0,0,3,2220270,0,0,0
CB,Cantabria,2020-03-05,10,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-03-05,15,0,0,0,0,2,2038440,0,0,0
CL,Castilla y León,2020-03-05,13,0,0,0,0,1,2402877,0,0,0
CT,Cataluña,2020-03-05,24,0,0,0,0,0,7609499,0,0,0
CE,Ceuta,2020-03-05,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-03-05,30,130,8,0,0,11,4998711,0,0,433.33
EX,Extremadura,2020-03-05,6,0,0,0,0,0,1062797,0,0,0
GA,Galicia,2020-03-05,3,0,0,0,0,2,2698764,0,0,0
MD,Madrid,2020-03-05,137,0,0,0,0,47,6685471,0,0,0
ML,Melilla,2020-03-05,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-03-05,0,0,0,0,0,0,1494442,0,0,0
NC,Navarra,2020-03-05,3,0,0,0,0,0,652526,0,0,0
PV,País Vasco,2020-03-05,45,0,0,0,0,28,2181919,0,0,0
RI,La Rioja,2020-03-05,29,0,0,0,0,18,314487,0,0,0
AN,Andalucía,2020-03-06,27,0,0,0,0,6,8446561,0,0,0
AR,Aragon,2020-03-06,11,0,0,0,0,5,1324397,0,0,0
AS,Asturias,2020-03-06,5,0,0,0,0,0,1019993,0,0,0
IB,Islas Baleares,2020-03-06,6,0,0,0,0,0,1198576,0,0,0
CN,Canarias,2020-03-06,11,0,0,0,0,0,2220270,0,0,0
CB,Cantabria,2020-03-06,10,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-03-06,15,0,0,0,0,0,2038440,0,0,0
CL,Castilla y León,2020-03-06,14,0,0,0,0,1,2402877,0,0,0
CT,Cataluña,2020-03-06,24,0,0,0,0,0,7609499,0,0,0
CE,Ceuta,2020-03-06,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-03-06,30,138,8,0,0,0,4998711,0,0,460
EX,Extremadura,2020-03-06,6,0,0,0,0,0,1062797,0,0,0
GA,Galicia,2020-03-06,3,0,0,0,0,0,2698764,0,0,0
MD,Madrid,2020-03-06,137,0,0,0,0,0,6685471,0,0,0
ML,Melilla,2020-03-06,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-03-06,0,0,0,0,0,0,1494442,0,0,0
NC,Navarra,2020-03-06,3,0,0,0,0,0,652526,0,0,0
PV,País Vasco,2020-03-06,45,0,0,0,0,0,2181919,0,0,0
RI,La Rioja,2020-03-06,39,0,0,0,0,10,314487,0,0,0
AN,Andalucía,2020-03-07,34,0,0,0,0,7,8446561,0,0,0
AR,Aragon,2020-03-07,11,0,0,0,0,0,1324397,0,0,0
AS,Asturias,2020-03-07,7,0,0,0,0,2,1019993,0,0,0
IB,Islas Baleares,2020-03-07,8,0,0,0,0,2,1198576,0,0,0
CN,Canarias,2020-03-07,17,0,0,0,0,6,2220270,0,0,0
CB,Cantabria,2020-03-07,12,0,0,0,0,2,581949,0,0,0
CM,Castilla-La Mancha,2020-03-07,15,0,0,0,0,0,2038440,0,0,0
CL,Castilla y León,2020-03-07,21,0,0,0,0,7,2402877,0,0,0
CT,Cataluña,2020-03-07,49,0,0,0,0,25,7609499,0,0,0
CE,Ceuta,2020-03-07,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-03-07,37,146,9,0,0,7,4998711,0,0,394.59
EX,Extremadura,2020-03-07,6,0,0,0,0,0,1062797,0,0,0
GA,Galicia,2020-03-07,5,0,0,0,0,2,2698764,0,0,0
MD,Madrid,2020-03-07,175,0,0,0,0,38,6685471,0,0,0
ML,Melilla,2020-03-07,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-03-07,1,0,0,0,0,1,1494442,0,0,0
NC,Navarra,2020-03-07,3,0,0,0,0,0,652526,0,0,0
PV,País Vasco,2020-03-07,70,0,0,0,0,25,2181919,0,0,0
RI,La Rioja,2020-03-07,55,0,0,0,0,16,314487,0,0,0
AN,Andalucía,2020-03-08,54,0,1,0,11,20,8446561,0,0,0
AR,Aragon,2020-03-08,13,0,3,3,0,2,1324397,23.08,0.23,0
AS,Asturias,2020-03-08,7,0,2,0,0,0,1019993,0,0,0
IB,Islas Baleares,2020-03-08,11,0,1,0,2,3,1198576,0,0,0
CN,Canarias,2020-03-08,22,0,0,0,4,5,2220270,0,0,0
CB,Cantabria,2020-03-08,12,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-03-08,26,0,2,0,2,11,2038440,0,0,0
CL,Castilla y León,2020-03-08,30,0,2,0,0,9,2402877,0,0,0
CT,Cataluña,2020-03-08,59,16,5,2,2,10,7609499,3.39,0.03,27.12
CE,Ceuta,2020-03-08,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-03-08,37,153,9,1,1,0,4998711,2.7,0.02,413.51
EX,Extremadura,2020-03-08,7,0,0,0,1,1,1062797,0,0,0
GA,Galicia,2020-03-08,6,0,2,0,0,1,2698764,0,0,0
MD,Madrid,2020-03-08,469,0,53,16,0,294,6685471,3.41,0.24,0
ML,Melilla,2020-03-08,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-03-08,4,0,0,0,0,3,1494442,0,0,0
NC,Navarra,2020-03-08,3,0,1,0,0,0,652526,0,0,0
PV,País Vasco,2020-03-08,149,0,5,6,2,79,2181919,4.03,0.27,0
RI,La Rioja,2020-03-08,81,0,1,0,0,26,314487,0,0,0
AN,Andalucía,2020-03-09,71,0,1,0,11,17,8446561,0,0,0
AR,Aragon,2020-03-09,38,0,3,4,0,25,1324397,10.53,0.3,0
AS,Asturias,2020-03-09,22,0,2,0,1,15,1019993,0,0,0
IB,Islas Baleares,2020-03-09,13,0,1,0,3,2,1198576,0,0,0
CN,Canarias,2020-03-09,25,0,1,0,5,3,2220270,0,0,0
CB,Cantabria,2020-03-09,12,0,0,0,0,0,581949,0,0,0
CM,Castilla-La Mancha,2020-03-09,39,0,3,0,2,13,2038440,0,0,0
CL,Castilla y León,2020-03-09,40,0,2,0,0,10,2402877,0,0,0
CT,Cataluña,2020-03-09,82,31,7,2,5,23,7609499,2.44,0.03,37.8
CE,Ceuta,2020-03-09,0,0,0,0,0,0,84434,0,0,0
VC,C. Valenciana,2020-03-09,50,171,10,1,1,13,4998711,2,0.02,342
EX,Extremadura,2020-03-09,8,0,0,0,1,1,1062797,0,0,0
GA,Galicia,2020-03-09,22,0,2,0,0,16,2698764,0,0,0
MD,Madrid,2020-03-09,782,0,77,21,109,313,6685471,2.69,0.31,0
ML,Melilla,2020-03-09,0,0,0,0,0,0,84286,0,0,0
MC,Murcia,2020-03-09,9,0,0,0,0,5,1494442,0,0,0
NC,Navarra,2020-03-09,12,0,2,0,0,9,652526,0,0,0
PV,País Vasco,2020-03-09,195,0,5,6,2,46,2181919,3.08,0.27,0
RI,La Rioja,2020-03-09,144,0,1,1,0,63,314487,0.69,0.32,0
AN,Andalucía,2020-03-10,90,32,3,0,11,19,8446561,0,0,35.56
AR,Aragon,2020-03-10,45,22,3,4,0,7,1324397,8.89,0.3,48.89
AS,Asturias,2020-03-10,32,12,2,0,1,10,1019993,0,0,37.5
IB,Islas Baleares,2020-03-10,16,8,1,0,1,3,1198576,0,0,50
